,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
158,108年01月24日 21時15分00秒,嘉義縣六腳鄉六腳村六腳5號前,死亡1;受傷0,普通重型-機車,120.25416399999999,23.506014,108a1158
159,108年01月25日 06時06分27秒,臺南市麻豆區海埔里市道171線大山腳1之12號前0.0公尺西側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.222126,23.19105,108a1159
160,108年01月25日 07時49分00秒,新北市鶯歌區堤外道路前0.0公尺,死亡1;受傷2,大型重型2(250-550C.C.)-機車;普通重型-機車;乘客-人,121.35,24.95,108a1160
161,108年01月25日 09時40分03秒,屏東縣新園鄉新園村新南路360號,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.454031,22.525527,108a1161
162,108年01月25日 10時54分00秒,臺南市北區和緯路1段口 / 臺南市北區旭日街,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.21043300000001,23.010733,108a1162
163,108年01月25日 12時05分35秒,宜蘭縣大同鄉樂水村宜51縣道10.5公里前方50公尺處,死亡1;受傷0,普通重型-機車;自用-小客車,121.541854,24.610954,108a1163
164,108年01月25日 12時17分00秒,桃園市新屋區大坡里大坡路362號前50.0公尺附近,死亡1;受傷0,普通重型-機車,121.05716699999999,24.959107,108a1164
165,108年01月25日 12時24分39秒,苗栗縣竹南鎮海口里西濱公路93公里往北慢車道,死亡1;受傷0,營業用-全聯結車;普通重型-機車,120.847094,24.680638000000002,108a1165
166,108年01月25日 14時56分27秒,臺中市外埔區國道3號 167公里700.0公尺處南側向內側,死亡1;受傷0,自用-小客車;自用-小客車;自用-小客車,120.64853400000001,24.339139000000003,108a1166
167,108年01月25日 15時50分48秒,苗栗縣後龍鎮東明里頂浮尾40-8號附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.799095,24.630523999999998,108a1167
168,108年01月25日 18時11分00秒,雲林縣土庫鎮埤腳里扶朝土地公廟旁,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.36075100000001,23.67472,108a1168
169,108年01月25日 19時25分00秒,臺東縣池上鄉縣197線 9公里100.0公尺處附近,死亡1;受傷0,自用-大貨車,121.202091,23.053620000000002,108a1169
170,108年01月25日 21時00分00秒,屏東縣屏東市和生路一段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.49831499999999,22.655161,108a1170
171,108年01月26日 04時35分00秒,新竹市香山區延平路二段817-2號,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.922968,24.808777,108a1171
172,108年01月26日 08時38分18秒,苗栗縣苑裡鎮中山路與天下路口,死亡1;受傷0,自用-小客車;電動自行車-慢車,120.65047,24.440455,108a1172
173,108年01月26日 13時09分59秒,嘉義縣太保市過溝里瓦厝45之15號前,死亡2;受傷0,自用-小客車;乘客-人,120.350124,23.490907,108a1173
174,108年01月26日 16時25分12秒,嘉義縣溪口鄉本厝村本廳37號前,死亡1;受傷0,普通重型-機車;自用-小客車,120.38933999999999,23.578046,108a1174
175,108年01月26日 19時46分00秒,臺北市萬華區環河快速道路前0.0公尺,死亡1;受傷3,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人;乘客-人,121.49365700000001,25.017806,108a1175
176,108年01月27日 02時52分00秒,嘉義縣溪口鄉國道1號 252公里830.0公尺處北側向外側,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;營業用-半聯結車;乘客-人,120.433908,23.595405,108a1176
177,108年01月27日 08時53分00秒,雲林縣莿桐鄉饒平村產業道路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.51740600000001,23.772166,108a1177
178,108年01月27日 11時07分00秒,新北市板橋區華江三路 / 新北市板橋區華江五路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,121.468175,25.02318,108a1178
179,108年01月27日 18時19分00秒,彰化縣芳苑鄉漢寶村大同路393弄28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.36136499999999,24.003510000000002,108a1179
180,108年01月28日 05時26分28秒,臺南市南區中華西路1段23號前0.0公尺北側,死亡1;受傷1,普通重型-機車;乘客-人,120.183697,22.965656,108a1180
181,108年01月28日 08時02分00秒,花蓮縣壽豐鄉志學村中山路3段口 / 花蓮縣壽豐鄉志學村中山路3段口,死亡1;受傷0,普通重型-機車;自用-小客車,121.530514,23.908852,108a1181
182,108年01月28日 10時00分00秒,臺東縣臺東市大和路91巷前0.0公尺,死亡1;受傷0,普通重型-機車,121.057996,22.704342999999998,108a1182
183,108年01月28日 22時05分00秒,花蓮縣玉里鎮縣193線 103公里800.0公尺處南側,死亡1;受傷0,自用-小客車,121.35249099999999,23.381853,108a1183
184,108年01月29日 05時36分00秒,桃園市大溪區復興路2段口 / 桃園市大溪區環湖路口,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.288522,24.819576,108a1184
185,108年01月29日 07時49分36秒,金門縣金寧鄉伯玉路2段口 / 金門縣金寧鄉盤果路口,死亡1;受傷0,自用-小客車;普通重型-機車,118.340298,24.441082,108a1185
186,108年01月29日 14時42分00秒,澎湖縣湖西鄉澎13號道6.9公里處,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,119.635397,23.564895,108a1186
187,108年01月29日 14時59分43秒,屏東縣東港鎮興東里沿海路76號,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.46303300000001,22.465602,108a1187
188,108年01月29日 17時06分53秒,南投縣埔里鎮樹人路163號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.974874,23.960013,108a1188
189,108年01月29日 23時40分00秒,高雄市三民區博愛一路271號前0.0公尺,死亡1;受傷0,計程車-小客車;普通重型-機車;自用-小客車;普通重型-機車,120.3032,22.648229999999998,108a1189
190,108年01月30日 07時33分00秒,臺中市太平區平安里鵬儀路214巷6弄前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.726221,24.119554,108a1190
191,108年01月30日 13時05分00秒,屏東縣里港鄉中山南路口 / 屏東縣里港鄉里中路口,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,120.494226,22.773242,108a1191
192,108年01月30日 16時10分00秒,臺中市大安區中庄里中山南路前0.0公尺,死亡1;受傷0,普通重型-機車,120.584951,24.355971,108a1192
193,108年01月30日 16時10分44秒,臺東縣大武鄉台9線 438公里450.0公尺處西側,死亡1;受傷0,普通重型-機車;自用-小客車,120.89411499999999,22.336689,108a1193
194,108年01月30日 17時19分00秒,雲林縣崙背鄉水尾村下街40-10號前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.335806,23.788275,108a1194
195,108年01月30日 19時59分00秒,嘉義縣太保市新埤里台18線近4KM往東,死亡1;受傷1,普通重型-機車;乘客-人,120.34123999999998,23.478548999999997,108a1195
196,108年01月31日 08時30分01秒,雲林縣口湖鄉雲147線與雲143線口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.173203,23.538543,108a1196
197,108年01月31日 13時39分00秒,臺南市安南區安吉路3段南側 / 臺南市安南區安順庄大道附近,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.192401,23.075289,108a1197
198,108年01月31日 14時40分00秒,高雄市美濃區中興路1段前 / 高雄市美濃區中興路1段,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.5541,22.88178,108a1198
199,108年02月01日 00時49分00秒,高雄市仁武區高楠公路28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.322254,22.692435999999997,108a1199
200,108年02月01日 07時35分00秒,臺南市將軍區台17線 151公里300.0公尺處口,死亡1;受傷1,普通重型-機車;自用-小客車,120.13389699999999,23.199825,108a1200
201,108年02月01日 07時59分00秒,臺南市六甲區甲東里市道165線前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.352935,23.24126,108a1201
202,108年02月01日 08時36分03秒,苗栗縣苑裡鎮新復里新復五路與新復十六路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.64674699999999,24.418544,108a1202
203,108年02月01日 15時56分00秒,嘉義縣大林鎮三村里潭墘嘉100線2公里100公尺處,死亡1;受傷0,普通重型-機車,120.47876299999999,23.626782000000002,108a1203
204,108年02月01日 20時31分00秒,彰化縣芳苑鄉漢寶村草漢路漢寶段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.38588600000001,24.008157999999998,108a1204
205,108年02月02日 00時11分00秒,嘉義縣民雄鄉菁埔村164線27公里200公尺處,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,120.39910400000001,23.558647,108a1205
206,108年02月02日 04時02分00秒,臺中市大里區永隆里國光路二段333號前0.0公尺,死亡2;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;計程車-小客車;普通重型-機車;自用-小客車;自用-小客車;自用-小客車;租賃車-小客車,120.68003600000002,24.107814,108a1206
207,108年02月02日 06時16分00秒,高雄市鳳山區過埤路 / 高雄市鳳山區過勇路,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.36289,22.58997,108a1207
208,108年02月02日 09時54分00秒,新北市新莊區中正路 / 新北市新莊區龍安路,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人,121.452619,25.036297,108a1208
209,108年02月02日 15時20分00秒,臺中市大甲區西岐里順帆路40巷2號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.63635,24.41045,108a1209
210,108年02月02日 19時33分00秒,彰化縣花壇鄉岩竹村環山路53號前0.0公尺前,死亡1;受傷1,行人-人;普通重型-機車,120.57297700000001,24.054838,108a1210
211,108年02月02日 20時56分00秒,高雄市橋頭區仕隆南路 / 高雄市橋頭區成功南路,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人,120.312955,22.752182,108a1211
212,108年02月03日 01時25分00秒,苗栗縣獅潭鄉台三線110.1公里處,死亡1;受傷0,普通重型-機車,120.88372700000001,24.466051999999998,108a1212
213,108年02月03日 01時43分39秒,南投縣埔里鎮信義路台14線55.95公里處,死亡1;受傷0,自用-大貨車;普通重型-機車,120.96112099999999,23.972355,108a1213
214,108年02月04日 05時08分00秒,嘉義縣義竹鄉後鎮村172線5公里300公尺處,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.205795,23.365234,108a1214
215,108年02月04日 15時56分00秒,基隆市仁愛區南榮路503之1號(梵宇天閣)前,死亡1;受傷0,普通重型-機車;自用-小客車,121.74191,25.113912,108a1215
216,108年02月04日 21時50分00秒,臺中市西屯區上德里臺灣大道三段前0.0公尺,死亡1;受傷2,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人,120.64143999999999,24.167598,108a1216
217,108年02月05日 00時49分00秒,高雄市鳳山區鳳仁路184號前0.0公尺,死亡1;受傷0,普通重型-機車;租賃車-小客車,120.371765,22.637013,108a1217
218,108年02月05日 14時44分38秒,嘉義縣六腳鄉蒜頭村村里道路(電桿:蒜頭46分14東3NO799GE50),死亡1;受傷0,普通重型-機車,120.28058500000002,23.500035999999998,108a1218
219,108年02月05日 18時15分00秒,臺東縣長濱鄉台11線 84公里100.0公尺處北側向中線,死亡1;受傷0,自用-小客車;行人-人,121.465521,23.34175,108a1219
220,108年02月05日 19時42分00秒,臺南市東區北門路2段12號北側,死亡1;受傷2,行人-人;普通重型-機車;自用-小客車;乘客-人,120.212382,22.997745000000002,108a1220
221,108年02月05日 20時57分00秒,臺中市北區新興里公園路前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.68444699999999,24.142294,108a1221
222,108年02月06日 14時40分00秒,彰化縣溪州鄉舊眉村溪斗路99號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.517228,23.853718,108a1222
223,108年02月06日 16時25分00秒,臺東縣成功鎮台11線 128公里北側向路肩,死亡1;受傷1,自用-小客車;乘客-人,121.40168200000001,23.172387,108a1223
224,108年02月06日 22時38分00秒,雲林縣東勢鄉嘉隆村南興街,死亡1;受傷2,自用-小客車;行人-人;行人-人,120.25533300000001,23.672795,108a1224
225,108年02月07日 04時28分00秒,嘉義市東區興安里興安街前0.0公尺,死亡1;受傷0,普通重型-機車,120.449083,23.461578,108a1225
226,108年02月07日 09時45分00秒,臺南市鹽水區台19線 110公里,死亡1;受傷0,普通重型-機車,120.21250800000001,23.265264000000002,108a1226
227,108年02月07日 13時43分00秒,高雄市大寮區前庄路 / 高雄市大寮區國華街,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.399248,22.620039000000002,108a1227
228,108年02月07日 14時47分00秒,彰化縣埤頭鄉合興村彰水路2段 / 彰化縣埤頭鄉合興村埤圳南路,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,120.458886,23.880378,108a1228
229,108年02月07日 17時42分00秒,新竹縣芎林鄉永興村富林路一段518號旁22公尺處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.108572,24.741670000000003,108a1229
230,108年02月07日 23時15分00秒,高雄市旗山區台28省道馬頭幹28號前0.0公尺,死亡1;受傷0,自用-小客車,120.4697,22.88581,108a1230
231,108年02月08日 15時26分31秒,臺南市關廟區新埔里新埔二街72巷前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.336251,22.972925,108a1231
232,108年02月08日 16時28分35秒,南投縣埔里鎮崇文街、中山路一段口,死亡1;受傷0,自用-小客車;普通重型-機車,120.99360800000001,23.978755,108a1232
233,108年02月09日 03時56分00秒,臺北市信義區松仁路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.56833300000001,25.028558,108a1233
234,108年02月09日 09時12分00秒,臺中市北屯區大坑里東山路二段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.758508,24.200103,108a1234
235,108年02月09日 11時59分00秒,新北市八里區龍米路2段96號前0.0公尺,死亡1;受傷5,人力車-慢車;電動輔助自行車-慢車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,121.44506799999999,25.148,108a1235
236,108年02月09日 20時27分00秒,臺北市內湖區潭美街 / 臺北市內湖區安美街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.602737,25.061064000000002,108a1236
237,108年02月09日 22時15分00秒,桃園市平鎮區中山路92號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.25493,24.927756,108a1237
238,108年02月10日 14時39分59秒,宜蘭縣宜蘭市環市東路2段前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,121.77174099999999,24.737391,108a1238
239,108年02月10日 15時16分00秒,雲林縣虎尾鎮墾地里雲97公路293273燈桿前路口,死亡1;受傷0,自用-大貨車;普通重型-機車,120.385271,23.738625,108a1239
240,108年02月10日 18時05分00秒,彰化縣員林市南平里員林大道5段 / 彰化縣員林市南平里龍富街,死亡1;受傷0,自用-小客車;普通重型-機車,120.56859299999999,23.972075,108a1240
241,108年02月10日 18時20分00秒,雲林縣元長鄉台19公路與潭東村路口,死亡1;受傷0,行人-人;普通重型-機車,120.31130700000001,23.637131,108a1241
